Month,Vertical,Horizontal,Client,Project Id,Project Name,Grade,Onsite/Offshore,Count
Jan,Manlog,QA,DuPont de Nemours (E.I.),224,DuPont de Nemours (E.I.)_QA_project,Associate,Offshore,1
Jan,Manlog,QA,DuPont de Nemours (E.I.),224,DuPont de Nemours (E.I.)_QA_project,Contractor,Offshore,3
Jan,Manlog,QA,DuPont de Nemours (E.I.),224,DuPont de Nemours (E.I.)_QA_project,Contractor,Onsite,1
Jan,Manlog,QA,DuPont de Nemours (E.I.),224,DuPont de Nemours (E.I.)_QA_project,Manager,Offshore,1
Jan,Manlog,QA,Enron,16,Enron_QA_project,Analyst,Offshore,5
Jan,Manlog,QA,Enron,16,Enron_QA_project,Analyst,Onsite,1
Jan,Manlog,QA,Enron,16,Enron_QA_project,Associate,Offshore,1
Jan,Manlog,QA,Enron,16,Enron_QA_project,Contractor,Offshore,3
Jan,Manlog,QA,Enron,16,Enron_QA_project,Contractor,Onsite,1
Jan,Manlog,QA,Enron,16,Enron_QA_project,Manager,Offshore,2
Jan,Manlog,QA,Enron,16,Enron_QA_project,Senior Associate,Offshore,1
Jan,Manlog,QA,Enron,16,Enron_QA_project,Senior Associate,Onsite,1
Jan,Manlog,QA,Ford Motor,13,Ford Motor_QA_project,Analyst,Offshore,3
Jan,Manlog,QA,Ford Motor,13,Ford Motor_QA_project,Associate,Offshore,1
Jan,Manlog,QA,Ford Motor,13,Ford Motor_QA_project,Associate,Onsite,1
Jan,Manlog,QA,Ford Motor,13,Ford Motor_QA_project,Contractor,Offshore,7
Jan,Manlog,QA,Ford Motor,13,Ford Motor_QA_project,Contractor,Onsite,1
Jan,Manlog,QA,Ford Motor,13,Ford Motor_QA_project,Senior Manager,Offshore,1
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Analyst,Offshore,2
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Analyst,Onsite,1
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Associate,Offshore,3
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Contractor,Offshore,2
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Contractor,Onsite,1
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Director,Offshore,1
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Manager,Offshore,1
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Senior Associate,Offshore,1
Jan,Manlog,QA,General Electric,20,General Electric_QA_project,Senior Manager,Onsite,1
Jan,Manlog,QA,General Motors,8,General Motors_QA_project,Analyst,Offshore,3
Jan,Manlog,QA,General Motors,8,General Motors_QA_project,Associate,Offshore,2
Jan,Manlog,QA,General Motors,8,General Motors_QA_project,Contractor,Offshore,5
Jan,Manlog,QA,General Motors,8,General Motors_QA_project,Contractor,Onsite,1
Jan,Manlog,QA,General Motors,8,General Motors_QA_project,Manager,Offshore,1
Jan,Manlog,QA,General Motors,8,General Motors_QA_project,Manager,Onsite,2
Jan,Manlog,QA,General Motors,8,General Motors_QA_project,Senior Associate,Offshore,1
Jan,Manlog,QA,General Motors,8,General Motors_QA_project,Senior Manager,Onsite,1
Jan,Manlog,QA,Sysco,298,Sysco_QA_project,Analyst,Offshore,4
Jan,Manlog,QA,Sysco,298,Sysco_QA_project,Analyst,Onsite,1
Jan,Manlog,QA,Sysco,298,Sysco_QA_project,Associate,Offshore,3
Jan,Manlog,QA,Sysco,298,Sysco_QA_project,Contractor,Offshore,2
Jan,Manlog,QA,Sysco,298,Sysco_QA_project,Contractor,Onsite,1
Jan,Manlog,QA,Sysco,298,Sysco_QA_project,Senior Associate,Offshore,2
Jan,Manlog,QA,Sysco,298,Sysco_QA_project,Senior Manager,Offshore,1
Jan,Manlog,QA,TXU,184,TXU_QA_project,Analyst,Offshore,4
Jan,Manlog,QA,TXU,184,TXU_QA_project,Analyst,Onsite,2
Jan,Manlog,QA,TXU,184,TXU_QA_project,Associate,Onsite,1
Jan,Manlog,QA,TXU,184,TXU_QA_project,Contractor,Offshore,5
Jan,Manlog,QA,TXU,184,TXU_QA_project,Contractor,Onsite,1
Jan,Manlog,QA,TXU,184,TXU_QA_project,Director,Offshore,1
Jan,Manlog,QA,TXU,184,TXU_QA_project,Director,Onsite,1
Jan,Manlog,QA,TXU,184,TXU_QA_project,Manager,Offshore,1
Jan,Manlog,QA,TXU,184,TXU_QA_project,Senior Associate,Offshore,1
Jan,Manlog,QA,United Parcel Service,175,United Parcel Service_QA_project,Analyst,Offshore,3
Jan,Manlog,QA,United Parcel Service,175,United Parcel Service_QA_project,Contractor,Onsite,1
Jan,Manlog,QA,United Parcel Service,175,United Parcel Service_QA_project,Director,Onsite,1
Jan,Manlog,SAP,Alcoa,273,Alcoa_SAP_project,Analyst,Offshore,1
Jan,Manlog,SAP,Alcoa,273,Alcoa_SAP_project,Associate,Offshore,1
Jan,Manlog,SAP,Alcoa,273,Alcoa_SAP_project,Associate,Onsite,2
Jan,Manlog,SAP,Alcoa,273,Alcoa_SAP_project,Contractor,Offshore,2
Jan,Manlog,SAP,Alcoa,273,Alcoa_SAP_project,Contractor,Onsite,1
Jan,Manlog,SAP,Alcoa,273,Alcoa_SAP_project,Senior Associate,Onsite,1
Jan,Manlog,SAP,Alcoa,273,Alcoa_SAP_project,Senior Manager,Onsite,1
Jan,Manlog,SAP,American Intl. Group,41,American Intl. Group_SAP_project,Analyst,Offshore,3
Jan,Manlog,SAP,American Intl. Group,41,American Intl. Group_SAP_project,Analyst,Onsite,1
Jan,Manlog,SAP,American Intl. Group,41,American Intl. Group_SAP_project,Associate,Offshore,2
Jan,Manlog,SAP,American Intl. Group,41,American Intl. Group_SAP_project,Contractor,Offshore,3
Jan,Manlog,SAP,American Intl. Group,41,American Intl. Group_SAP_project,Manager,Offshore,1
Jan,Manlog,SAP,American Intl. Group,41,American Intl. Group_SAP_project,Manager,Onsite,2
Jan,Manlog,SAP,American Intl. Group,41,American Intl. Group_SAP_project,Senior Associate,Offshore,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Analyst,Offshore,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Analyst,Onsite,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Associate,Offshore,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Contractor,Offshore,2
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Contractor,Onsite,2
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Director,Offshore,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Manager,Offshore,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Manager,Onsite,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Senior Associate,Offshore,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Senior Associate,Onsite,1
Jan,Manlog,SAP,Boeing,54,Boeing_SAP_project,Senior Manager,Offshore,1
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Analyst,Offshore,1
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Analyst,Onsite,2
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Associate,Offshore,2
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Associate,Onsite,1
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Contractor,Offshore,4
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Contractor,Onsite,1
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Director,Onsite,1
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Manager,Offshore,1
Jan,Manlog,SAP,Delphi,215,Delphi_SAP_project,Senior Associate,Offshore,1
Jan,Manlog,SAP,Enron,15,Enron_SAP_project,Analyst,Offshore,2
Jan,Manlog,SAP,Enron,15,Enron_SAP_project,Analyst,Onsite,1
Jan,Manlog,SAP,Enron,15,Enron_SAP_project,Associate,Offshore,2
Jan,Manlog,SAP,Enron,15,Enron_SAP_project,Contractor,Onsite,1
Jan,Manlog,SAP,Enron,15,Enron_SAP_project,Manager,Offshore,1
Jan,Manlog,SAP,Enron,15,Enron_SAP_project,Senior Manager,Offshore,2
Jan,Manlog,SAP,Ford Motor,12,Ford Motor_SAP_project,Analyst,Offshore,3
Jan,Manlog,SAP,Ford Motor,12,Ford Motor_SAP_project,Analyst,Onsite,1
Jan,Manlog,SAP,Ford Motor,12,Ford Motor_SAP_project,Contractor,Offshore,4
Jan,Manlog,SAP,Ford Motor,12,Ford Motor_SAP_project,Senior Associate,Onsite,1
Jan,Manlog,SAP,Ford Motor,12,Ford Motor_SAP_project,Senior Manager,Offshore,1
Jan,Manlog,SAP,Ford Motor,12,Ford Motor_SAP_project,Senior Manager,Onsite,1
Jan,Manlog,SAP,General Electric,19,General Electric_SAP_project,Analyst,Offshore,4
Jan,Manlog,SAP,General Electric,19,General Electric_SAP_project,Associate,Offshore,1
Jan,Manlog,SAP,General Electric,19,General Electric_SAP_project,Associate,Onsite,1
Jan,Manlog,SAP,General Electric,19,General Electric_SAP_project,Contractor,Offshore,4
Jan,Manlog,SAP,General Electric,19,General Electric_SAP_project,Senior Associate,Onsite,1
Jan,Manlog,SAP,General Motors,7,General Motors_SAP_project,Analyst,Offshore,1
Jan,Manlog,SAP,General Motors,7,General Motors_SAP_project,Analyst,Onsite,1
Jan,Manlog,SAP,General Motors,7,General Motors_SAP_project,Associate,Offshore,4
Jan,Manlog,SAP,General Motors,7,General Motors_SAP_project,Contractor,Offshore,1
Jan,Manlog,SAP,General Motors,7,General Motors_SAP_project,Contractor,Onsite,1
Jan,Manlog,SAP,General Motors,7,General Motors_SAP_project,Director,Onsite,1
Jan,Manlog,SAP,General Motors,7,General Motors_SAP_project,Manager,Offshore,1
Jan,Manlog,SAP,General Motors,7,General Motors_SAP_project,Manager,Onsite,2
Jan,Manlog,SAP,Sysco,297,Sysco_SAP_project,Analyst,Offshore,5
Jan,Manlog,SAP,Sysco,297,Sysco_SAP_project,Associate,Offshore,1
Jan,Manlog,SAP,Sysco,297,Sysco_SAP_project,Contractor,Offshore,4
Jan,Manlog,SAP,Sysco,297,Sysco_SAP_project,Contractor,Onsite,1
Jan,Manlog,SAP,Sysco,297,Sysco_SAP_project,Director,Onsite,1
Jan,Manlog,SAP,Sysco,297,Sysco_SAP_project,Manager,Offshore,1
Jan,Manlog,SAP,Sysco,297,Sysco_SAP_project,Senior Associate,Offshore,1
Jan,Manlog,SAP,Sysco,297,Sysco_SAP_project,Senior Manager,Offshore,1
Jan,Manlog,SAP,TXU,183,TXU_SAP_project,Analyst,Offshore,1
Jan,Manlog,SAP,TXU,183,TXU_SAP_project,Contractor,Offshore,2
Jan,Manlog,SAP,TXU,183,TXU_SAP_project,Contractor,Onsite,2
Jan,Manlog,SAP,TXU,183,TXU_SAP_project,Director,Offshore,2
Jan,Manlog,SAP,TXU,183,TXU_SAP_project,Director,Onsite,1
Jan,Manlog,SAP,TXU,183,TXU_SAP_project,Manager,Offshore,1
Jan,Manlog,SAP,TXU,183,TXU_SAP_project,Manager,Onsite,2
Jan,Manlog,SAP,TXU,183,TXU_SAP_project,Senior Associate,Offshore,1
Jan,Others,Analytics,Duke Energy,46,Duke Energy_Analytics_project,Analyst,Offshore,2
Jan,Others,Analytics,Duke Energy,46,Duke Energy_Analytics_project,Analyst,Onsite,2
Jan,Others,Analytics,Duke Energy,46,Duke Energy_Analytics_project,Associate,Onsite,1
Jan,Others,Analytics,Duke Energy,46,Duke Energy_Analytics_project,Contractor,Offshore,2
Jan,Others,Analytics,Duke Energy,46,Duke Energy_Analytics_project,Contractor,Onsite,1
Jan,Others,Analytics,Duke Energy,46,Duke Energy_Analytics_project,Manager,Offshore,2
Jan,Others,Analytics,Duke Energy,46,Duke Energy_Analytics_project,Manager,Onsite,1
Jan,Others,Analytics,Duke Energy,46,Duke Energy_Analytics_project,Senior Associate,Onsite,1
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Analyst,Offshore,4
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Associate,Offshore,1
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Associate,Onsite,1
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Contractor,Onsite,1
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Manager,Offshore,3
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Manager,Onsite,1
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Senior Associate,Offshore,1
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Senior Associate,Onsite,1
Jan,Others,Analytics,Dynegy,103,Dynegy_Analytics_project,Senior Manager,Offshore,1
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Analyst,Offshore,4
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Associate,Offshore,1
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Associate,Onsite,1
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Contractor,Offshore,1
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Contractor,Onsite,2
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Director,Offshore,1
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Manager,Offshore,1
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Senior Associate,Offshore,2
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Senior Associate,Onsite,1
Jan,Others,Analytics,El Paso,57,El Paso_Analytics_project,Senior Manager,Offshore,1
Jan,Others,Analytics,International Paper,208,International Paper_Analytics_project,Analyst,Offshore,2
Jan,Others,Analytics,International Paper,208,International Paper_Analytics_project,Analyst,Onsite,1
Jan,Others,Analytics,International Paper,208,International Paper_Analytics_project,Associate,Offshore,2
Jan,Others,Analytics,International Paper,208,International Paper_Analytics_project,Contractor,Offshore,1
Jan,Others,Analytics,International Paper,208,International Paper_Analytics_project,Contractor,Onsite,1
Jan,Others,Analytics,International Paper,208,International Paper_Analytics_project,Senior Associate,Offshore,1
Jan,Others,Analytics,International Paper,208,International Paper_Analytics_project,Senior Manager,Offshore,1
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Analyst,Offshore,1
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Associate,Offshore,3
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Associate,Onsite,1
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Contractor,Offshore,6
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Director,Offshore,2
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Manager,Offshore,1
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Manager,Onsite,1
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Senior Associate,Offshore,2
Jan,Others,Analytics,Marathon Oil,142,Marathon Oil_Analytics_project,Senior Associate,Onsite,1
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Analyst,Offshore,3
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Analyst,Onsite,2
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Associate,Offshore,3
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Associate,Onsite,1
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Contractor,Offshore,1
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Contractor,Onsite,1
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Director,Onsite,1
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Manager,Offshore,1
Jan,Others,Analytics,Mirant,163,Mirant_Analytics_project,Senior Associate,Onsite,1
Jan,Others,Analytics,PG&E Corp.,267,PG&E Corp._Analytics_project,Analyst,Offshore,2
Jan,Others,Analytics,PG&E Corp.,267,PG&E Corp._Analytics_project,Analyst,Onsite,1
Jan,Others,Analytics,PG&E Corp.,267,PG&E Corp._Analytics_project,Associate,Onsite,1
Jan,Others,Analytics,PG&E Corp.,267,PG&E Corp._Analytics_project,Contractor,Offshore,3
Jan,Others,Analytics,PG&E Corp.,267,PG&E Corp._Analytics_project,Manager,Offshore,1
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Analyst,Offshore,1
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Analyst,Onsite,1
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Associate,Offshore,1
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Associate,Onsite,2
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Contractor,Offshore,3
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Contractor,Onsite,1
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Director,Offshore,1
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Manager,Offshore,1
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Manager,Onsite,1
Jan,Others,Cloud,Duke Energy,45,Duke Energy_Cloud_project,Senior Manager,Offshore,2
Jan,Others,Cloud,Dynegy,102,Dynegy_Cloud_project,Analyst,Offshore,2
Jan,Others,Cloud,Dynegy,102,Dynegy_Cloud_project,Analyst,Onsite,1
Jan,Others,Cloud,Dynegy,102,Dynegy_Cloud_project,Associate,Offshore,3
Jan,Others,Cloud,Dynegy,102,Dynegy_Cloud_project,Associate,Onsite,1
Jan,Others,Cloud,Dynegy,102,Dynegy_Cloud_project,Contractor,Offshore,5
Jan,Others,Cloud,Dynegy,102,Dynegy_Cloud_project,Contractor,Onsite,2
Jan,Others,Cloud,Dynegy,102,Dynegy_Cloud_project,Senior Associate,Offshore,1
Jan,Others,Cloud,Dynegy,102,Dynegy_Cloud_project,Senior Associate,Onsite,1
Jan,Others,Cloud,El Paso,56,El Paso_Cloud_project,Associate,Offshore,3
Jan,Others,Cloud,El Paso,56,El Paso_Cloud_project,Associate,Onsite,1
Jan,Others,Cloud,El Paso,56,El Paso_Cloud_project,Contractor,Offshore,2
Jan,Others,Cloud,El Paso,56,El Paso_Cloud_project,Contractor,Onsite,1
Jan,Others,Cloud,El Paso,56,El Paso_Cloud_project,Director,Onsite,1
Jan,Others,Cloud,El Paso,56,El Paso_Cloud_project,Manager,Onsite,1
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Analyst,Offshore,2
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Analyst,Onsite,3
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Associate,Offshore,1
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Contractor,Offshore,6
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Contractor,Onsite,2
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Director,Offshore,2
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Manager,Offshore,1
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Manager,Onsite,1
Jan,Others,Cloud,PG&E Corp.,266,PG&E Corp._Cloud_project,Senior Manager,Offshore,1
Jan,Others,HCM,Conoco,157,Conoco_HCM_project,Analyst,Offshore,3
Jan,Others,HCM,Conoco,157,Conoco_HCM_project,Analyst,Onsite,1
Jan,Others,HCM,Conoco,157,Conoco_HCM_project,Contractor,Offshore,2
Jan,Others,HCM,Conoco,157,Conoco_HCM_project,Director,Offshore,1
Jan,Others,HCM,Conoco,157,Conoco_HCM_project,Senior Associate,Offshore,3
Jan,Others,HCM,Conoco,157,Conoco_HCM_project,Senior Associate,Onsite,1
Jan,Others,HCM,Duke Energy,47,Duke Energy_HCM_project,Analyst,Offshore,2
Jan,Others,HCM,Duke Energy,47,Duke Energy_HCM_project,Analyst,Onsite,2
Jan,Others,HCM,Duke Energy,47,Duke Energy_HCM_project,Associate,Offshore,2
Jan,Others,HCM,Duke Energy,47,Duke Energy_HCM_project,Contractor,Offshore,4
Jan,Others,HCM,Duke Energy,47,Duke Energy_HCM_project,Contractor,Onsite,1
Jan,Others,HCM,Duke Energy,47,Duke Energy_HCM_project,Director,Onsite,1
Jan,Others,HCM,Duke Energy,47,Duke Energy_HCM_project,Manager,Offshore,1
Jan,Others,HCM,Duke Energy,47,Duke Energy_HCM_project,Senior Associate,Onsite,2
Jan,Others,HCM,Dynegy,104,Dynegy_HCM_project,Analyst,Offshore,1
Jan,Others,HCM,Dynegy,104,Dynegy_HCM_project,Associate,Offshore,1
Jan,Others,HCM,Dynegy,104,Dynegy_HCM_project,Associate,Onsite,1
Jan,Others,HCM,Dynegy,104,Dynegy_HCM_project,Contractor,Offshore,4
Jan,Others,HCM,Dynegy,104,Dynegy_HCM_project,Contractor,Onsite,1
Jan,Others,HCM,Dynegy,104,Dynegy_HCM_project,Director,Offshore,3
Jan,Others,HCM,El Paso,58,El Paso_HCM_project,Analyst,Offshore,4
Jan,Others,HCM,El Paso,58,El Paso_HCM_project,Analyst,Onsite,1
Jan,Others,HCM,El Paso,58,El Paso_HCM_project,Associate,Offshore,1
Jan,Others,HCM,El Paso,58,El Paso_HCM_project,Contractor,Offshore,6
Jan,Others,HCM,El Paso,58,El Paso_HCM_project,Contractor,Onsite,3
Jan,Others,HCM,El Paso,58,El Paso_HCM_project,Director,Onsite,1
Jan,Others,HCM,El Paso,58,El Paso_HCM_project,Manager,Offshore,2
Jan,Others,HCM,El Paso,58,El Paso_HCM_project,Senior Manager,Offshore,1
Jan,Others,HCM,International Paper,209,International Paper_HCM_project,Analyst,Offshore,4
Jan,Others,HCM,International Paper,209,International Paper_HCM_project,Associate,Offshore,3
Jan,Others,HCM,International Paper,209,International Paper_HCM_project,Contractor,Offshore,6
Jan,Others,HCM,International Paper,209,International Paper_HCM_project,Director,Onsite,2
Jan,Others,HCM,International Paper,209,International Paper_HCM_project,Manager,Offshore,1
Jan,Others,HCM,International Paper,209,International Paper_HCM_project,Senior Associate,Offshore,2
Jan,Others,HCM,International Paper,209,International Paper_HCM_project,Senior Manager,Offshore,1
Jan,Others,HCM,Marathon Oil,143,Marathon Oil_HCM_project,Analyst,Offshore,2
Jan,Others,HCM,Marathon Oil,143,Marathon Oil_HCM_project,Analyst,Onsite,1
Jan,Others,HCM,Marathon Oil,143,Marathon Oil_HCM_project,Associate,Offshore,2
Jan,Others,HCM,Marathon Oil,143,Marathon Oil_HCM_project,Contractor,Offshore,5
Jan,Others,HCM,Marathon Oil,143,Marathon Oil_HCM_project,Contractor,Onsite,1
Jan,Others,HCM,Marathon Oil,143,Marathon Oil_HCM_project,Manager,Offshore,1
Jan,Others,HCM,Marathon Oil,143,Marathon Oil_HCM_project,Senior Associate,Offshore,2
Jan,Others,HCM,Mirant,164,Mirant_HCM_project,Analyst,Offshore,2
Jan,Others,HCM,Mirant,164,Mirant_HCM_project,Associate,Offshore,1
Jan,Others,HCM,Mirant,164,Mirant_HCM_project,Contractor,Offshore,5
Jan,Others,HCM,Mirant,164,Mirant_HCM_project,Manager,Offshore,1
Jan,Others,HCM,Mirant,164,Mirant_HCM_project,Senior Associate,Offshore,1
Jan,Others,HCM,PG&E Corp.,268,PG&E Corp._HCM_project,Analyst,Offshore,3
Jan,Others,HCM,PG&E Corp.,268,PG&E Corp._HCM_project,Analyst,Onsite,2
Jan,Others,HCM,PG&E Corp.,268,PG&E Corp._HCM_project,Associate,Offshore,1
Jan,Others,HCM,PG&E Corp.,268,PG&E Corp._HCM_project,Associate,Onsite,1
Jan,Others,HCM,PG&E Corp.,268,PG&E Corp._HCM_project,Contractor,Offshore,5
Jan,Others,HCM,PG&E Corp.,268,PG&E Corp._HCM_project,Contractor,Onsite,1
Jan,Others,HCM,Walt Disney,229,Walt Disney_HCM_project,Analyst,Offshore,1
Jan,Others,HCM,Walt Disney,229,Walt Disney_HCM_project,Analyst,Onsite,1
Jan,Others,HCM,Walt Disney,229,Walt Disney_HCM_project,Associate,Offshore,1
Jan,Others,HCM,Walt Disney,229,Walt Disney_HCM_project,Contractor,Offshore,3
Jan,Others,HCM,Walt Disney,229,Walt Disney_HCM_project,Contractor,Onsite,2
Jan,Others,HCM,Walt Disney,229,Walt Disney_HCM_project,Manager,Onsite,1
Jan,Others,HCM,Walt Disney,229,Walt Disney_HCM_project,Senior Associate,Offshore,1
Jan,Others,HCM,WorldCom,139,WorldCom_HCM_project,Analyst,Onsite,1
Jan,Others,HCM,WorldCom,139,WorldCom_HCM_project,Associate,Offshore,1
Jan,Others,HCM,WorldCom,139,WorldCom_HCM_project,Contractor,Offshore,5
Jan,Others,HCM,WorldCom,139,WorldCom_HCM_project,Contractor,Onsite,1
Jan,Others,HCM,WorldCom,139,WorldCom_HCM_project,Director,Offshore,1
Jan,Others,HCM,WorldCom,139,WorldCom_HCM_project,Manager,Offshore,1
Jan,Others,HCM,WorldCom,139,WorldCom_HCM_project,Senior Associate,Offshore,1
Jan,Others,HCM,WorldCom,139,WorldCom_HCM_project,Senior Manager,Onsite,1
Jan,Others,QA,Aquila,118,Aquila_QA_project,Analyst,Offshore,2
Jan,Others,QA,Aquila,118,Aquila_QA_project,Analyst,Onsite,2
Jan,Others,QA,Aquila,118,Aquila_QA_project,Associate,Offshore,2
Jan,Others,QA,Aquila,118,Aquila_QA_project,Contractor,Offshore,7
Jan,Others,QA,Aquila,118,Aquila_QA_project,Contractor,Onsite,1
Jan,Others,QA,Aquila,118,Aquila_QA_project,Director,Offshore,1
Jan,Others,QA,Aquila,118,Aquila_QA_project,Manager,Offshore,2
Jan,Others,QA,Aquila,118,Aquila_QA_project,Senior Manager,Offshore,2
Jan,Others,QA,CenterPoint Energy,90,CenterPoint Energy_QA_project,Analyst,Offshore,3
Jan,Others,QA,CenterPoint Energy,90,CenterPoint Energy_QA_project,Associate,Offshore,4
Jan,Others,QA,CenterPoint Energy,90,CenterPoint Energy_QA_project,Contractor,Offshore,1
Jan,Others,QA,CenterPoint Energy,90,CenterPoint Energy_QA_project,Contractor,Onsite,2
Jan,Others,QA,CenterPoint Energy,90,CenterPoint Energy_QA_project,Manager,Offshore,1
Jan,Others,QA,CenterPoint Energy,90,CenterPoint Energy_QA_project,Manager,Onsite,1
Jan,Others,QA,CenterPoint Energy,90,CenterPoint Energy_QA_project,Senior Associate,Onsite,1
Jan,Others,QA,CenterPoint Energy,90,CenterPoint Energy_QA_project,Senior Manager,Offshore,1
Jan,Others,QA,Conoco,159,Conoco_QA_project,Analyst,Offshore,3
Jan,Others,QA,Conoco,159,Conoco_QA_project,Analyst,Onsite,2
Jan,Others,QA,Conoco,159,Conoco_QA_project,Associate,Offshore,2
Jan,Others,QA,Conoco,159,Conoco_QA_project,Contractor,Onsite,2
Jan,Others,QA,Conoco,159,Conoco_QA_project,Director,Offshore,1
Jan,Others,QA,Conoco,159,Conoco_QA_project,Senior Associate,Offshore,2
Jan,Others,QA,Conoco,159,Conoco_QA_project,Senior Manager,Offshore,1
Jan,Others,QA,ConocoPhillips,251,ConocoPhillips_QA_project,Analyst,Offshore,4
Jan,Others,QA,ConocoPhillips,251,ConocoPhillips_QA_project,Associate,Onsite,1
Jan,Others,QA,ConocoPhillips,251,ConocoPhillips_QA_project,Contractor,Offshore,2
Jan,Others,QA,ConocoPhillips,251,ConocoPhillips_QA_project,Manager,Offshore,2
Jan,Others,QA,ConocoPhillips,251,ConocoPhillips_QA_project,Senior Associate,Offshore,2
Jan,Others,QA,ConocoPhillips,251,ConocoPhillips_QA_project,Senior Manager,Offshore,1
Jan,Others,QA,Dow Chemical,190,Dow Chemical_QA_project,Analyst,Offshore,1
