Month,Vertical,Client,Horizontal,Project Id,Project Name,Comment,Onsite/Offshore,Billing Type,Revenue,Compensation,Travel Expense,Software Licenses,Subcontracting Costs,Margin
Mar,Healthcare,CVS,QA,291,CVS_QA_project,Billdays,(blank),FixedBid,9513.874286,0,0,0,0,9513.874286
Mar,Healthcare,CVS,QA,291,CVS_QA_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,CVS,QA,291,CVS_QA_project,(blank),Offshore,FixedBid,40199.68,4461.538462,4450,1150,41043,-10904.85846
Mar,Healthcare,CVS,QA,291,CVS_QA_project,(blank),Onsite,FixedBid,41879.04,28416.66667,5450,1230,24676,-17893.62667
Mar,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,Adjustments,(blank),FixedBid,32456.1248,0,0,0,0,32456.1248
Mar,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,Billdays,(blank),FixedBid,8087.074286,0,0,0,0,8087.074286
Mar,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,(blank),Offshore,FixedBid,51955.2,2538.461538,4450,1270,50659,-6962.261538
Mar,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,(blank),Onsite,FixedBid,36224.32,20000,2200,280,9272,4472.32
Mar,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,Billdays,(blank),T&M,5522.489143,0,0,0,0,5522.489143
Mar,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,(blank),Offshore,T&M,24447.808,4307.692308,2200,220,14048,3672.115692
Mar,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,(blank),Onsite,T&M,40469.952,35666.66667,3350,720,21220,-20486.71467
Mar,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,Billdays,(blank),T&M,8104.997143,0,0,0,0,8104.997143
Mar,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,(blank),Offshore,T&M,52082.3,10076.92308,6150,1520,16459,17876.37692
Mar,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,(blank),Onsite,T&M,48447.24,32916.66667,2400,650,15094,-2613.426667
Mar,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,Billdays,(blank),FixedBid,18548.84571,0,0,0,0,18548.84571
Mar,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,(blank),Offshore,FixedBid,17971.2,4153.846154,2800,230,0,10787.35385
Mar,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,(blank),Onsite,FixedBid,101836.8,32333.33333,5200,1040,39029,24234.46667
Mar,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,Billdays,(blank),T&M,10737.49114,0,0,0,0,10737.49114
Mar,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,(blank),Offshore,T&M,54730.728,10230.76923,3750,810,6720,33219.95877
Mar,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,(blank),Onsite,T&M,32124.456,12916.66667,2200,1850,14442,715.7893333
Mar,Healthcare,McKesson,HCM,109,McKesson_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,McKesson,HCM,109,McKesson_HCM_project,Billdays,(blank),T&M,12606.594,0,0,0,0,12606.594
Mar,Healthcare,McKesson,HCM,109,McKesson_HCM_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,McKesson,HCM,109,McKesson_HCM_project,(blank),Offshore,T&M,66839.344,7615.384615,3500,770,15097,39856.95938
Mar,Healthcare,McKesson,HCM,109,McKesson_HCM_project,(blank),Onsite,T&M,99031.504,28166.66667,3350,1400,48563,17551.83733
Mar,Healthcare,McKesson,QA,111,McKesson_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,McKesson,QA,111,McKesson_QA_project,Billdays,(blank),FixedBid,15674.88,0,0,0,0,15674.88
Mar,Healthcare,McKesson,QA,111,McKesson_QA_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,McKesson,QA,111,McKesson_QA_project,(blank),Offshore,FixedBid,52848.64,4384.615385,2550,520,44139,1255.024615
Mar,Healthcare,McKesson,QA,111,McKesson_QA_project,(blank),Onsite,FixedBid,36474.88,17083.33333,2200,320,24108,-7236.453333
Mar,Healthcare,McKesson,SAP,110,McKesson_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,McKesson,SAP,110,McKesson_SAP_project,Billdays,(blank),T&M,3941.897143,0,0,0,0,3941.897143
Mar,Healthcare,McKesson,SAP,110,McKesson_SAP_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,McKesson,SAP,110,McKesson_SAP_project,(blank),Offshore,T&M,19342.96,2307.692308,2200,900,0,13935.26769
Mar,Healthcare,McKesson,SAP,110,McKesson_SAP_project,(blank),Onsite,T&M,42176.16,27333.33333,2050,1110,0,11682.82667
Mar,Healthcare,Merck,HCM,85,Merck_HCM_project,Adjustments,(blank),T&M,30512.9088,0,0,0,0,30512.9088
Mar,Healthcare,Merck,HCM,85,Merck_HCM_project,Billdays,(blank),T&M,16346.20114,0,0,0,0,16346.20114
Mar,Healthcare,Merck,HCM,85,Merck_HCM_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Merck,HCM,85,Merck_HCM_project,(blank),Offshore,T&M,49336.056,4615.384615,4250,1300,30499,8671.671385
Mar,Healthcare,Merck,HCM,85,Merck_HCM_project,(blank),Onsite,T&M,64166.784,30833.33333,2300,1210,30480,-656.5493333
Mar,Healthcare,Merck,QA,87,Merck_QA_project,Adjustments,(blank),T&M,-17935.61088,0,0,0,0,-17935.61088
Mar,Healthcare,Merck,QA,87,Merck_QA_project,Billdays,(blank),T&M,5193.709714,0,0,0,0,5193.709714
Mar,Healthcare,Merck,QA,87,Merck_QA_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Merck,QA,87,Merck_QA_project,(blank),Offshore,T&M,27754.496,3076.923077,2650,1170,15600,5257.572923
Mar,Healthcare,Merck,QA,87,Merck_QA_project,(blank),Onsite,T&M,33057.024,27916.66667,2250,270,11914,-9293.642667
Mar,Healthcare,Merck,SAP,86,Merck_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Merck,SAP,86,Merck_SAP_project,Billdays,(blank),T&M,3900.222857,0,0,0,0,3900.222857
Mar,Healthcare,Merck,SAP,86,Merck_SAP_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Merck,SAP,86,Merck_SAP_project,(blank),Offshore,T&M,31670.32,6461.538462,1950,670,0,22588.78154
Mar,Healthcare,Merck,SAP,86,Merck_SAP_project,(blank),Onsite,T&M,47432.88,29416.66667,1950,110,9594,6362.213333
Mar,Healthcare,MetLife,QA,162,MetLife_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,MetLife,QA,162,MetLife_QA_project,Billdays,(blank),FixedBid,5654.262857,0,0,0,0,5654.262857
Mar,Healthcare,MetLife,QA,162,MetLife_QA_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,MetLife,QA,162,MetLife_QA_project,(blank),Offshore,FixedBid,20736,4384.615385,3800,670,8568,3313.384615
Mar,Healthcare,MetLife,QA,162,MetLife_QA_project,(blank),Onsite,FixedBid,16174.08,11666.66667,750,560,15594,-12396.58667
Mar,Healthcare,Pfizer,QA,160,Pfizer_QA_project,Adjustments,(blank),FixedBid,8334.9504,0,0,0,0,8334.9504
Mar,Healthcare,Pfizer,QA,160,Pfizer_QA_project,Billdays,(blank),FixedBid,11162.88,0,0,0,0,11162.88
Mar,Healthcare,Pfizer,QA,160,Pfizer_QA_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,Pfizer,QA,160,Pfizer_QA_project,(blank),Offshore,FixedBid,56271.36,9461.538462,5700,1390,13323,26396.82154
Mar,Healthcare,Pfizer,QA,160,Pfizer_QA_project,(blank),Onsite,FixedBid,69719.04,55916.66667,3350,630,0,9822.373333
Mar,Healthcare,Walgreen,Analytics,243,Walgreen_Analytics_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Walgreen,Analytics,243,Walgreen_Analytics_project,Billdays,(blank),T&M,9192.134571,0,0,0,0,9192.134571
Mar,Healthcare,Walgreen,Analytics,243,Walgreen_Analytics_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Walgreen,Analytics,243,Walgreen_Analytics_project,(blank),Offshore,T&M,50167.584,4153.846154,4400,1410,32991,7212.737846
Mar,Healthcare,Walgreen,Analytics,243,Walgreen_Analytics_project,(blank),Onsite,T&M,73690.992,47750,3000,100,0,22840.992
Mar,Healthcare,Walgreen,Cloud,242,Walgreen_Cloud_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Walgreen,Cloud,242,Walgreen_Cloud_project,Billdays,(blank),T&M,2993.555571,0,0,0,0,2993.555571
Mar,Healthcare,Walgreen,Cloud,242,Walgreen_Cloud_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Walgreen,Cloud,242,Walgreen_Cloud_project,(blank),Offshore,T&M,10839.87,2923.076923,0,10,0,7906.793077
Mar,Healthcare,Walgreen,Cloud,242,Walgreen_Cloud_project,(blank),Onsite,T&M,18302.004,12916.66667,700,220,6230,-1764.662667
Mar,Healthcare,Walgreen,HCM,244,Walgreen_HCM_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,Walgreen,HCM,244,Walgreen_HCM_project,Billdays,(blank),FixedBid,10606.01143,0,0,0,0,10606.01143
Mar,Healthcare,Walgreen,HCM,244,Walgreen_HCM_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Healthcare,Walgreen,HCM,244,Walgreen_HCM_project,(blank),Offshore,FixedBid,63722.56,3076.923077,3950,1330,57434,-2068.363077
Mar,Healthcare,Walgreen,HCM,244,Walgreen_HCM_project,(blank),Onsite,FixedBid,18011.84,13166.66667,500,20,0,4325.173333
Mar,Healthcare,Walgreen,QA,246,Walgreen_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Walgreen,QA,246,Walgreen_QA_project,Billdays,(blank),T&M,4695.010286,0,0,0,0,4695.010286
Mar,Healthcare,Walgreen,QA,246,Walgreen_QA_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Walgreen,QA,246,Walgreen_QA_project,(blank),Offshore,T&M,27171.872,4076.923077,4250,130,13388,5326.948923
Mar,Healthcare,Walgreen,QA,246,Walgreen_QA_project,(blank),Onsite,T&M,61205.856,41083.33333,3600,860,29280,-13617.47733
Mar,Healthcare,Walgreen,SAP,245,Walgreen_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Walgreen,SAP,245,Walgreen_SAP_project,Billdays,(blank),T&M,6100.778571,0,0,0,0,6100.778571
Mar,Healthcare,Walgreen,SAP,245,Walgreen_SAP_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Healthcare,Walgreen,SAP,245,Walgreen_SAP_project,(blank),Offshore,T&M,33766.18,3846.153846,4400,1130,15612,8778.026154
Mar,Healthcare,Walgreen,SAP,245,Walgreen_SAP_project,(blank),Onsite,T&M,25841.28,10833.33333,1700,210,21441,-8343.053333
Mar,Manlog,Alcoa,Analytics,271,Alcoa_Analytics_project,Adjustments,(blank),FixedBid,-74177.28,0,0,0,0,-74177.28
Mar,Manlog,Alcoa,Analytics,271,Alcoa_Analytics_project,Billdays,(blank),FixedBid,16909.71429,0,0,0,0,16909.71429
Mar,Manlog,Alcoa,Analytics,271,Alcoa_Analytics_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Alcoa,Analytics,271,Alcoa_Analytics_project,(blank),Offshore,FixedBid,39168,3461.538462,1800,670,19352,13884.46154
Mar,Manlog,Alcoa,Analytics,271,Alcoa_Analytics_project,(blank),Onsite,FixedBid,90624,40083.33333,3450,470,14104,32516.66667
Mar,Manlog,Alcoa,HCM,272,Alcoa_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Alcoa,HCM,272,Alcoa_HCM_project,Billdays,(blank),T&M,9930.289286,0,0,0,0,9930.289286
Mar,Manlog,Alcoa,HCM,272,Alcoa_HCM_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Alcoa,HCM,272,Alcoa_HCM_project,(blank),Offshore,T&M,27588,3153.846154,1150,600,8910,13774.15385
Mar,Manlog,Alcoa,HCM,272,Alcoa_HCM_project,(blank),Onsite,T&M,77179.3,38583.33333,4500,330,18196,15569.96667
Mar,Manlog,Alcoa,QA,274,Alcoa_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Alcoa,QA,274,Alcoa_QA_project,Billdays,(blank),T&M,5931.085714,0,0,0,0,5931.085714
Mar,Manlog,Alcoa,QA,274,Alcoa_QA_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Alcoa,QA,274,Alcoa_QA_project,(blank),Offshore,T&M,33323.2,3230.769231,2450,720,23632,3290.430769
Mar,Manlog,Alcoa,QA,274,Alcoa_QA_project,(blank),Onsite,T&M,35402.4,18583.33333,1800,50,19032,-4062.933333
Mar,Manlog,Alcoa,SAP,273,Alcoa_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Alcoa,SAP,273,Alcoa_SAP_project,Billdays,(blank),T&M,7253.785714,0,0,0,0,7253.785714
Mar,Manlog,Alcoa,SAP,273,Alcoa_SAP_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Alcoa,SAP,273,Alcoa_SAP_project,(blank),Offshore,T&M,38136,4769.230769,2900,310,13322,16834.76923
Mar,Manlog,Alcoa,SAP,273,Alcoa_SAP_project,(blank),Onsite,T&M,46040,36083.33333,200,310,0,9446.666667
Mar,Manlog,Allstate,QA,180,Allstate_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Allstate,QA,180,Allstate_QA_project,Billdays,(blank),FixedBid,7687.68,0,0,0,0,7687.68
Mar,Manlog,Allstate,QA,180,Allstate_QA_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Allstate,QA,180,Allstate_QA_project,(blank),Offshore,FixedBid,26357.76,1384.615385,2750,870,17224,4129.144615
Mar,Manlog,Allstate,QA,180,Allstate_QA_project,(blank),Onsite,FixedBid,43663.36,27833.33333,2400,510,16299,-3378.973333
Mar,Manlog,American Intl. Group,HCM,40,American Intl. Group_HCM_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,American Intl. Group,HCM,40,American Intl. Group_HCM_project,Billdays,(blank),FixedBid,16449.46286,0,0,0,0,16449.46286
Mar,Manlog,American Intl. Group,HCM,40,American Intl. Group_HCM_project,TrueUp/Down,(blank),FixedBid,41452.6464,0,0,0,0,41452.6464
Mar,Manlog,American Intl. Group,HCM,40,American Intl. Group_HCM_project,(blank),Offshore,FixedBid,48970.24,2000,3850,630,31403,11087.24
Mar,Manlog,American Intl. Group,HCM,40,American Intl. Group_HCM_project,(blank),Onsite,FixedBid,38547.52,21916.66667,4000,100,7172,5358.853333
Mar,Manlog,American Intl. Group,QA,42,American Intl. Group_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,American Intl. Group,QA,42,American Intl. Group_QA_project,Billdays,(blank),FixedBid,11524.93714,0,0,0,0,11524.93714
Mar,Manlog,American Intl. Group,QA,42,American Intl. Group_QA_project,TrueUp/Down,(blank),FixedBid,25815.8592,0,0,0,0,25815.8592
Mar,Manlog,American Intl. Group,QA,42,American Intl. Group_QA_project,(blank),Offshore,FixedBid,41029.12,7230.769231,3400,800,17499,12099.35077
Mar,Manlog,American Intl. Group,QA,42,American Intl. Group_QA_project,(blank),Onsite,FixedBid,51015.68,39250,2900,480,18408,-10022.32
Mar,Manlog,American Intl. Group,SAP,41,American Intl. Group_SAP_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,American Intl. Group,SAP,41,American Intl. Group_SAP_project,Billdays,(blank),FixedBid,8057.142857,0,0,0,0,8057.142857
Mar,Manlog,American Intl. Group,SAP,41,American Intl. Group_SAP_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,American Intl. Group,SAP,41,American Intl. Group_SAP_project,(blank),Offshore,FixedBid,20604.8,2692.307692,1100,110,0,16702.49231
Mar,Manlog,American Intl. Group,SAP,41,American Intl. Group_SAP_project,(blank),Onsite,FixedBid,24214.4,18333.33333,1500,20,0,4361.066667
Mar,Manlog,Boeing,Analytics,52,Boeing_Analytics_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Boeing,Analytics,52,Boeing_Analytics_project,Billdays,(blank),FixedBid,13359.90857,0,0,0,0,13359.90857
Mar,Manlog,Boeing,Analytics,52,Boeing_Analytics_project,TrueUp/Down,(blank),FixedBid,62346.24,0,0,0,0,62346.24
Mar,Manlog,Boeing,Analytics,52,Boeing_Analytics_project,(blank),Offshore,FixedBid,27371.52,1615.384615,1500,210,13739,10307.13538
Mar,Manlog,Boeing,Analytics,52,Boeing_Analytics_project,(blank),Onsite,FixedBid,124692.48,45916.66667,3450,970,36344,38011.81333
Mar,Manlog,Boeing,HCM,53,Boeing_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Boeing,HCM,53,Boeing_HCM_project,Billdays,(blank),T&M,8514.968786,0,0,0,0,8514.968786
Mar,Manlog,Boeing,HCM,53,Boeing_HCM_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Boeing,HCM,53,Boeing_HCM_project,(blank),Offshore,T&M,81788.256,8076.923077,4650,1180,28331,39550.33292
Mar,Manlog,Boeing,HCM,53,Boeing_HCM_project,(blank),Onsite,T&M,60490.683,22500,1150,800,27717,8323.683
Mar,Manlog,Boeing,QA,55,Boeing_QA_project,Adjustments,(blank),T&M,17419.54896,0,0,0,0,17419.54896
Mar,Manlog,Boeing,QA,55,Boeing_QA_project,Billdays,(blank),T&M,10368.77914,0,0,0,0,10368.77914
Mar,Manlog,Boeing,QA,55,Boeing_QA_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Boeing,QA,55,Boeing_QA_project,(blank),Offshore,T&M,37824.336,5153.846154,4000,1370,12714,14586.48985
Mar,Manlog,Boeing,QA,55,Boeing_QA_project,(blank),Onsite,T&M,59407.92,37083.33333,1950,1120,26520,-7265.413333
Mar,Manlog,Boeing,SAP,54,Boeing_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Boeing,SAP,54,Boeing_SAP_project,Billdays,(blank),T&M,10282.03393,0,0,0,0,10282.03393
Mar,Manlog,Boeing,SAP,54,Boeing_SAP_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Boeing,SAP,54,Boeing_SAP_project,(blank),Offshore,T&M,27384.39,1615.384615,1400,750,19182,4437.005385
Mar,Manlog,Boeing,SAP,54,Boeing_SAP_project,(blank),Onsite,T&M,50509.8,27500,2150,650,11857,8352.8
Mar,Manlog,Caterpillar,QA,304,Caterpillar_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Caterpillar,QA,304,Caterpillar_QA_project,Billdays,(blank),FixedBid,7330.56,0,0,0,0,7330.56
Mar,Manlog,Caterpillar,QA,304,Caterpillar_QA_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Caterpillar,QA,304,Caterpillar_QA_project,(blank),Offshore,FixedBid,34846.72,5307.692308,2400,1930,24989,220.0276923
Mar,Manlog,Caterpillar,QA,304,Caterpillar_QA_project,(blank),Onsite,FixedBid,28047.36,27333.33333,2250,250,0,-1785.973333
Mar,Manlog,Delphi,Analytics,213,Delphi_Analytics_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Delphi,Analytics,213,Delphi_Analytics_project,Billdays,(blank),T&M,2801.437714,0,0,0,0,2801.437714
Mar,Manlog,Delphi,Analytics,213,Delphi_Analytics_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Delphi,Analytics,213,Delphi_Analytics_project,(blank),Offshore,T&M,42922.944,4461.538462,2600,880,20622,14359.40554
Mar,Manlog,Delphi,Analytics,213,Delphi_Analytics_project,(blank),Onsite,T&M,70594.992,27833.33333,4000,570,29151,9040.658667
Mar,Manlog,Delphi,Cloud,212,Delphi_Cloud_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Delphi,Cloud,212,Delphi_Cloud_project,Billdays,(blank),T&M,4901.327357,0,0,0,0,4901.327357
Mar,Manlog,Delphi,Cloud,212,Delphi_Cloud_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Delphi,Cloud,212,Delphi_Cloud_project,(blank),Offshore,T&M,22383.306,4000,2450,130,11193,4610.306
Mar,Manlog,Delphi,Cloud,212,Delphi_Cloud_project,(blank),Onsite,T&M,12600.72,7500,1000,750,7896,-4545.28
Mar,Manlog,Delphi,HCM,214,Delphi_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Delphi,HCM,214,Delphi_HCM_project,Billdays,(blank),T&M,8286.351857,0,0,0,0,8286.351857
Mar,Manlog,Delphi,HCM,214,Delphi_HCM_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Delphi,HCM,214,Delphi_HCM_project,(blank),Offshore,T&M,39020.608,5923.076923,1850,1120,5304,24823.53108
Mar,Manlog,Delphi,HCM,214,Delphi_HCM_project,(blank),Onsite,T&M,21131.748,8333.333333,1250,170,11988,-609.5853333
Mar,Manlog,Delphi,QA,216,Delphi_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Delphi,QA,216,Delphi_QA_project,Billdays,(blank),T&M,6615.709714,0,0,0,0,6615.709714
Mar,Manlog,Delphi,QA,216,Delphi_QA_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Delphi,QA,216,Delphi_QA_project,(blank),Offshore,T&M,57577.344,7153.846154,6900,1480,43141,-1097.502154
Mar,Manlog,Delphi,QA,216,Delphi_QA_project,(blank),Onsite,T&M,16181.76,16250,900,300,0,-1268.24
Mar,Manlog,Delphi,SAP,215,Delphi_SAP_project,Adjustments,(blank),FixedBid,37564.8,0,0,0,0,37564.8
Mar,Manlog,Delphi,SAP,215,Delphi_SAP_project,Billdays,(blank),FixedBid,13416,0,0,0,0,13416
Mar,Manlog,Delphi,SAP,215,Delphi_SAP_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Delphi,SAP,215,Delphi_SAP_project,(blank),Offshore,FixedBid,52976,6538.461538,3750,1810,16706,24171.53846
Mar,Manlog,Delphi,SAP,215,Delphi_SAP_project,(blank),Onsite,FixedBid,61507.2,36750,4150,810,21502,-1704.8
Mar,Manlog,DuPont de Nemours (E.I.),QA,224,DuPont de Nemours (E.I.)_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,DuPont de Nemours (E.I.),QA,224,DuPont de Nemours (E.I.)_QA_project,Billdays,(blank),FixedBid,6957.257143,0,0,0,0,6957.257143
Mar,Manlog,DuPont de Nemours (E.I.),QA,224,DuPont de Nemours (E.I.)_QA_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,DuPont de Nemours (E.I.),QA,224,DuPont de Nemours (E.I.)_QA_project,(blank),Offshore,FixedBid,17267.2,1000,900,160,15658,-450.8
Mar,Manlog,DuPont de Nemours (E.I.),QA,224,DuPont de Nemours (E.I.)_QA_project,(blank),Onsite,FixedBid,29792,20000,1650,420,7505,217
Mar,Manlog,Enron,HCM,14,Enron_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Enron,HCM,14,Enron_HCM_project,Billdays,(blank),T&M,9314.174571,0,0,0,0,9314.174571
Mar,Manlog,Enron,HCM,14,Enron_HCM_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Enron,HCM,14,Enron_HCM_project,(blank),Offshore,T&M,37845.72,4307.692308,2200,520,12486,18332.02769
Mar,Manlog,Enron,HCM,14,Enron_HCM_project,(blank),Onsite,T&M,20946.816,11083.33333,700,550,0,8613.482667
Mar,Manlog,Enron,QA,16,Enron_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Enron,QA,16,Enron_QA_project,Billdays,(blank),FixedBid,10256.09143,0,0,0,0,10256.09143
Mar,Manlog,Enron,QA,16,Enron_QA_project,TrueUp/Down,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Enron,QA,16,Enron_QA_project,(blank),Offshore,FixedBid,55449.6,2384.615385,4100,1080,49245,-1360.015385
Mar,Manlog,Enron,QA,16,Enron_QA_project,(blank),Onsite,FixedBid,54282.24,34166.66667,2600,1170,12782,3563.573333
Mar,Manlog,Enron,SAP,15,Enron_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Enron,SAP,15,Enron_SAP_project,Billdays,(blank),T&M,5961.548571,0,0,0,0,5961.548571
Mar,Manlog,Enron,SAP,15,Enron_SAP_project,TrueUp/Down,(blank),T&M,0,0,0,0,0,0
Mar,Manlog,Enron,SAP,15,Enron_SAP_project,(blank),Offshore,T&M,48586.8,6000,1900,80,12210,28396.8
Mar,Manlog,Enron,SAP,15,Enron_SAP_project,(blank),Onsite,T&M,76381.14,37000,2600,630,21840,14311.14
Mar,Manlog,Ford Motor,Analytics,10,Ford Motor_Analytics_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Mar,Manlog,Ford Motor,Analytics,10,Ford Motor_Analytics_project,Billdays,(blank),FixedBid,17658.92571,0,0,0,0,17658.92571
Mar,Manlog,Ford Motor,Analytics,10,Ford Motor_Analytics_project,TrueUp/Down,(blank),FixedBid,69222.9888,0,0,0,0,69222.9888
